FrameNum MouseNum LeftX LeftY RightX RightY
1148 0 802 284 773 353
1149 0 802 283 771 353
1150 0 802 283 770 352
1151 0 802 283 769 351
1152 0 803 283 767 350
1153 0 803 282 766 350
1154 0 803 282 768 354
1155 0 801 284 768 354
1156 0 803 283 768 354
1157 0 803 284 769 354
1158 0 798 281 769 353
1159 0 799 283 769 352
1160 0 799 282 769 353
1161 0 800 284 769 353
1162 0 804 283 769 353
1163 0 804 283 770 354
1164 0 799 285 770 354
1165 0 802 285 769 354
1166 0 801 284 770 354
1167 0 799 283 770 355
1168 0 799 282 770 355
1169 0 802 282 769 353
1170 0 800 282 770 353
1171 0 798 282 769 353
1172 0 802 282 769 353
1173 0 801 283 769 353
1174 0 802 282 769 353
1175 0 801 283 769 353
1176 0 801 282 770 353
1177 0 805 281 770 353
1178 0 800 282 769 353
1179 0 801 283 769 353
1180 0 801 282 769 353
1181 0 804 284 768 352
1182 0 800 283 769 352
1183 0 801 283 769 352
1184 0 800 282 770 352
1185 0 801 282 769 352
1186 0 802 283 769 353
1187 0 799 283 769 353
1188 0 800 282 769 353
1189 0 800 282 769 353
1190 0 802 283 768 352
1191 0 802 283 768 352
1192 0 803 284 768 352
1193 0 803 282 768 351
1194 0 802 282 767 351
1195 0 801 281 767 350
1196 0 802 282 767 349
1197 0 799 281 763 346
1198 0 798 281 0 0
1199 0 801 283 0 0
1200 0 800 284 732 317
1201 0 799 281 732 319
1202 0 800 281 735 324
1203 0 797 284 738 325
1204 0 797 283 738 326
1205 0 798 282 739 325
1206 0 801 283 738 323
1207 0 798 282 738 323
1208 0 797 281 738 323
1209 0 799 283 739 324
1210 0 796 285 739 324
1211 0 795 283 739 324
1212 0 797 284 739 323
1213 0 798 282 739 324
1214 0 799 283 738 324
1215 0 797 279 738 324
1216 0 797 279 738 324
1217 0 797 280 739 324
1218 0 800 279 740 325
1219 0 796 280 739 325
1220 0 794 283 740 326
1221 0 793 278 739 325
1222 0 792 279 738 324
1223 0 0 0 739 325
1224 0 772 275 739 325
1225 0 771 277 740 326
1226 0 772 278 739 325
1227 0 771 278 738 324
1228 0 769 277 738 325
1229 0 768 278 739 324
1230 0 771 277 738 324
1231 0 772 277 738 324
1232 0 771 277 738 325
1233 0 771 277 739 326
1234 0 771 277 739 325
1235 0 772 278 739 326
1236 0 771 278 739 325
1237 0 771 278 740 325
1238 0 770 277 740 326
1239 0 769 277 740 326
1240 0 773 277 740 325
1241 0 769 275 740 326
1242 0 772 276 741 326
1243 0 770 276 740 325
1244 0 772 277 739 325
1245 0 771 278 740 325
1246 0 774 277 740 325
1247 0 772 277 740 326
1248 0 772 276 739 325
1249 0 771 277 739 325
1250 0 771 277 739 326
1251 0 772 276 740 326
1252 0 771 278 739 325
1253 0 771 277 739 324
1254 0 770 277 739 325
1255 0 773 277 739 325
1256 0 770 275 739 326
1257 0 769 276 740 325
1258 0 770 276 739 325
1259 0 772 277 739 325
1260 0 770 276 740 325
1261 0 772 277 741 326
1262 0 769 277 740 325
1263 0 771 278 741 326
1264 0 770 277 740 325
1265 0 771 277 741 326
1266 0 772 277 741 327
1267 0 771 277 741 326
1268 0 769 277 740 325
1269 0 771 277 739 324
1270 0 772 279 740 325
1271 0 771 278 740 326
1272 0 771 278 738 324
1273 0 767 277 740 325
1274 0 768 277 738 324
1275 0 770 277 739 325
1276 0 769 278 739 325
1277 0 770 279 739 324
1278 0 770 279 740 325
1279 0 768 279 741 326
1280 0 768 277 740 326
1281 0 771 278 739 324
1282 0 770 278 740 325
1283 0 771 277 741 326
1284 0 771 278 739 325
1285 0 771 279 739 325
1286 0 769 277 739 325
1287 0 770 278 739 324
1288 0 769 277 740 325
1289 0 772 278 738 325
1290 0 771 278 739 326
1291 0 772 278 739 326
1292 0 771 279 739 325
1293 0 771 278 740 325
1294 0 770 279 740 325
1295 0 771 279 739 325
1296 0 770 278 739 325
1297 0 771 278 739 325
1298 0 769 279 739 325
1299 0 768 278 739 325
1300 0 771 278 739 326
1301 0 771 278 739 326
1302 0 770 277 739 325
1303 0 772 279 740 326
1304 0 770 279 739 326
1305 0 771 280 740 326
1306 0 773 280 740 326
1307 0 772 280 740 325
1308 0 773 280 740 325
1309 0 772 280 740 326
1310 0 771 279 739 325
1311 0 773 279 740 326
1312 0 772 279 739 326
1313 0 773 279 740 326
1314 0 772 279 738 326
1315 0 772 280 738 324
1316 0 771 280 739 325
1317 0 771 280 739 325
1318 0 771 278 739 324
1319 0 773 280 739 326
1320 0 770 280 740 326
1321 0 770 279 740 324
1322 0 772 279 740 326
1323 0 772 279 739 325
1324 0 770 280 739 326
1325 0 773 281 739 325
1326 0 771 280 740 325
1327 0 771 280 741 325
1328 0 770 279 739 325
1329 0 770 279 739 325
1330 0 770 279 739 325
1331 0 770 280 741 325
1332 0 770 280 740 326
1333 0 771 280 740 326
1334 0 771 280 739 325
1335 0 771 279 739 324
1336 0 773 280 740 326
1337 0 770 280 739 324
1338 0 769 279 738 324
1339 0 771 279 739 325
1340 0 771 279 739 325
1341 0 771 279 739 326
1342 0 772 280 738 324
1343 0 771 278 740 326
1344 0 772 279 739 325
1345 0 773 279 738 324
1346 0 771 279 738 324
1347 0 771 279 739 324
1348 0 770 279 739 324
1349 0 774 280 739 324
1350 0 772 278 739 325
1351 0 771 279 740 325
1352 0 771 279 739 324
1353 0 772 279 740 325
1354 0 774 280 740 325
1355 0 772 280 740 324
1356 0 772 279 739 324
1357 0 772 278 740 325
1358 0 771 279 741 325
1359 0 769 279 740 325
1360 0 770 280 740 325
1361 0 773 281 739 325
1362 0 771 279 740 325
1363 0 774 280 741 326
1364 0 773 280 739 325
1365 0 772 280 740 325
1366 0 770 279 740 326
1367 0 770 280 739 326
1368 0 771 280 740 326
1369 0 770 279 738 326
1370 0 770 279 738 324
1371 0 770 279 739 325
1372 0 771 279 738 324
1373 0 771 279 739 324
1374 0 771 279 739 325
1375 0 771 278 740 326
1376 0 769 280 740 325
1377 0 772 279 741 326
1378 0 772 279 740 326
1379 0 772 279 741 326
1380 0 772 280 740 325
1381 0 773 281 740 325
1382 0 771 279 740 326
1383 0 772 280 740 326
1384 0 771 279 740 326
1385 0 771 279 738 325
1386 0 771 280 739 324
1387 0 773 278 739 324
1388 0 770 278 739 325
1389 0 771 279 738 325
1390 0 770 279 739 326
1391 0 770 278 738 326
1392 0 771 277 738 325
1393 0 770 278 739 325
1394 0 771 279 739 326
1395 0 772 278 739 325
1396 0 771 279 739 325
1397 0 771 279 739 327
1398 0 770 279 739 326
1399 0 768 280 739 326
1400 0 770 279 739 325
1401 0 770 279 740 325
1402 0 771 279 740 326
1403 0 773 279 740 326
1404 0 773 279 739 325
1405 0 770 279 739 325
1406 0 773 281 739 325
1407 0 769 279 739 324
1408 0 772 280 739 326
1409 0 770 280 739 324
1410 0 771 280 739 325
1411 0 770 280 739 324
1412 0 770 280 739 325
1413 0 771 278 739 324
1414 0 771 278 739 324
1415 0 773 279 739 324
1416 0 772 279 739 326
1417 0 774 281 740 326
1418 0 773 279 740 326
1419 0 771 281 740 326
1420 0 771 280 740 326
1421 0 770 279 740 325
1422 0 770 279 739 325
1423 0 770 279 739 326
1424 0 771 279 739 325
1425 0 771 278 740 325
1426 0 770 279 741 326
1427 0 770 279 739 325
1428 0 769 278 739 324
1429 0 770 280 739 324
1430 0 770 279 739 325
1431 0 772 279 738 325
1432 0 773 279 738 325
1433 0 772 279 740 326
1434 0 771 279 740 326
1435 0 771 279 740 326
1436 0 773 279 740 326
1437 0 773 279 739 324
1438 0 771 279 740 325
1439 0 772 279 738 326
1440 0 771 278 738 325
1441 0 771 279 739 326
1442 0 770 280 737 324
1443 0 772 279 738 325
1444 0 771 280 739 325
1445 0 774 281 738 325
1446 0 772 279 739 327
1447 0 771 279 739 326
1448 0 770 278 739 324
1449 0 770 279 738 324
1450 0 771 278 739 325
1451 0 771 279 739 326
1452 0 770 278 739 325
1453 0 771 278 739 325
1454 0 771 279 738 326
1455 0 772 279 738 325
1456 0 772 279 739 325
1457 0 771 279 738 324
1458 0 771 279 740 325
1459 0 771 279 740 325
1460 0 770 279 740 325
1461 0 773 280 739 324
1462 0 772 279 738 324
1463 0 772 279 738 325
1464 0 773 278 740 326
1465 0 773 279 739 324
1466 0 772 279 740 326
1467 0 771 278 740 326
1468 0 773 279 741 327
1469 0 771 279 738 325
1470 0 771 279 740 326
1471 0 770 278 739 325
1472 0 770 278 739 324
1473 0 771 280 739 324
1474 0 770 279 738 323
1475 0 771 280 737 324
1476 0 768 279 739 325
1477 0 772 279 739 326
1478 0 770 279 739 324
1479 0 772 278 741 326
1480 0 771 279 739 325
1481 0 773 278 739 326
1482 0 772 278 738 326
1483 0 772 277 740 326
1484 0 768 280 739 325
1485 0 772 278 741 326
1486 0 769 279 740 325
1487 0 769 280 740 325
1488 0 768 281 740 325
1489 0 770 283 740 325
1490 0 768 282 739 325
1491 0 770 283 740 326
1492 0 768 282 740 325
1493 0 770 282 739 324
1494 0 767 282 740 325
1495 0 766 281 739 324
1496 0 769 281 739 325
1497 0 769 282 739 325
1498 0 769 281 738 324
1499 0 772 283 740 325
1500 0 769 281 740 326
1501 0 770 279 739 325
1502 0 769 279 738 325
1503 0 770 279 738 324
1504 0 771 282 738 325
1505 0 769 279 738 324
1506 0 770 280 739 325
1507 0 770 280 739 326
1508 0 768 279 739 326
1509 0 770 280 739 326
1510 0 770 281 738 324
1511 0 768 280 737 324
1512 0 769 282 739 326
1513 0 767 281 739 324
1514 0 767 281 739 325
1515 0 767 280 739 326
1516 0 767 280 739 326
1517 0 769 280 739 325
1518 0 767 280 739 325
1519 0 768 281 739 325
1520 0 770 280 738 324
1521 0 770 281 739 325
1522 0 768 281 739 325
1523 0 768 281 739 325
1524 0 769 279 739 325
1525 0 768 279 737 323
1526 0 768 281 738 323
1527 0 768 280 738 323
1528 0 768 280 739 324
1529 0 767 279 738 324
1530 0 768 280 740 325
1531 0 767 279 740 325
1532 0 767 281 739 325
1533 0 768 281 738 324
1534 0 768 280 738 324
1535 0 768 281 738 324
1536 0 769 282 739 326
1537 0 768 282 739 325
1538 0 768 282 739 325
1539 0 767 280 739 324
1540 0 767 282 739 325
1541 0 766 280 739 325
1542 0 767 280 738 325
1543 0 768 280 739 325
1544 0 768 279 740 326
1545 0 769 280 739 324
1546 0 769 280 739 326
1547 0 771 279 740 326
1548 0 768 280 739 325
1549 0 772 282 739 325
1550 0 769 280 739 325
1551 0 769 279 739 325
1552 0 767 280 738 324
1553 0 768 281 739 324
1554 0 767 281 739 325
1555 0 768 281 738 323
1556 0 769 279 739 324
1557 0 768 280 740 324
1558 0 770 281 739 324
1559 0 773 283 740 325
1560 0 770 281 739 324
1561 0 771 283 740 325
1562 0 770 281 740 325
1563 0 769 280 739 324
1564 0 770 281 737 324
1565 0 771 281 739 325
1566 0 772 282 738 325
1567 0 771 282 738 324
1568 0 769 281 740 326
1569 0 770 282 740 326
1570 0 770 281 740 326
1571 0 770 281 740 326
1572 0 770 283 740 326
1573 0 769 282 740 326
1574 0 769 282 739 325
1575 0 768 283 739 325
1576 0 769 281 741 326
1577 0 768 284 740 326
1578 0 768 282 739 325
1579 0 769 282 739 325
1580 0 769 282 740 325
1581 0 769 283 740 325
1582 0 770 283 739 325
1583 0 770 282 740 326
1584 0 769 281 738 324
1585 0 769 280 740 326
1586 0 770 280 740 325
1587 0 767 280 740 326
1588 0 768 280 740 325
1589 0 769 281 739 326
1590 0 771 281 739 324
1591 0 768 281 739 324
1592 0 768 280 739 325
1593 0 772 283 739 325
1594 0 770 282 739 326
1595 0 770 281 740 326
1596 0 769 280 740 326
1597 0 770 281 739 325
1598 0 770 282 739 325
1599 0 770 282 740 325
1600 0 769 281 740 326
1601 0 770 281 740 325
1602 0 769 281 740 325
1603 0 770 280 739 325
1604 0 771 282 740 325
1605 0 769 282 739 325
1606 0 770 283 740 326
1607 0 768 283 739 325
1608 0 768 282 740 326
1609 0 771 283 739 326
1610 0 771 281 740 325
1611 0 771 281 739 325
1612 0 772 282 740 326
1613 0 771 281 740 326
1614 0 768 281 740 325
1615 0 770 282 740 326
1616 0 769 281 739 325
1617 0 769 281 739 325
1618 0 770 280 740 326
1619 0 770 280 738 324
1620 0 770 282 739 325
1621 0 768 280 739 325
1622 0 770 281 740 325
1623 0 768 281 741 325
1624 0 770 281 739 325
1625 0 769 281 738 325
1626 0 771 281 739 325
1627 0 770 281 739 325
1628 0 770 281 739 325
1629 0 769 281 741 326
1630 0 769 282 741 326
1631 0 769 282 740 326
1632 0 770 281 739 325
1633 0 770 280 738 324
1634 0 770 281 740 326
1635 0 770 281 740 326
1636 0 769 281 740 327
1637 0 771 281 739 325
1638 0 770 282 738 325
1639 0 769 283 738 325
1640 0 770 282 738 324
1641 0 770 281 739 325
1642 0 770 281 740 325
1643 0 769 280 739 324
1644 0 766 281 740 326
1645 0 771 281 739 324
1646 0 768 280 739 325
1647 0 770 282 739 326
1648 0 770 282 739 325
1649 0 768 281 740 325
1650 0 770 281 740 326
1651 0 769 281 740 325
1652 0 768 283 741 326
1653 0 770 283 741 324
1654 0 771 283 741 325
1655 0 773 284 739 326
1656 0 770 282 740 326
1657 0 769 283 739 325
1658 0 770 282 740 327
1659 0 770 281 741 326
1660 0 772 281 740 325
1661 0 771 282 740 325
1662 0 772 281 739 326
1663 0 770 281 739 326
1664 0 770 281 739 325
1665 0 772 282 739 325
1666 0 771 282 739 326
1667 0 772 281 740 326
1668 0 771 281 741 326
1669 0 771 281 740 325
1670 0 771 283 740 326
1671 0 771 283 739 325
1672 0 770 282 739 325
1673 0 772 282 741 326
1674 0 771 281 740 326
1675 0 771 282 740 326
1676 0 770 282 740 326
1677 0 769 282 740 326
1678 0 772 282 740 326
1679 0 773 283 739 324
1680 0 772 284 738 324
1681 0 768 282 740 326
1682 0 766 281 740 326
1683 0 768 284 740 327
1684 0 769 282 740 326
1685 0 768 282 740 327
1686 0 768 282 740 326
1687 0 769 283 740 326
1688 0 770 281 739 325
1689 0 769 283 740 325
1690 0 768 282 739 325
1691 0 770 282 739 326
1692 0 768 280 739 326
1693 0 769 280 739 325
1694 0 770 281 739 325
1695 0 771 283 738 324
1696 0 769 282 737 324
1697 0 771 282 738 324
1698 0 767 281 737 324
1699 0 771 281 738 324
1700 0 770 281 738 324
1701 0 768 282 737 324
1702 0 769 282 739 325
1703 0 769 281 737 324
1704 0 769 282 739 326
1705 0 772 282 739 326
1706 0 771 282 739 327
1707 0 772 282 738 325
1708 0 771 282 739 325
1709 0 771 282 740 325
1710 0 772 282 739 326
1711 0 770 282 739 325
1712 0 767 281 739 326
1713 0 770 282 739 326
1714 0 770 283 739 326
1715 0 769 281 739 326
1716 0 770 283 739 326
1717 0 769 283 739 325
1718 0 768 283 739 326
1719 0 768 282 740 326
1720 0 770 281 740 325
1721 0 770 281 739 325
1722 0 770 282 738 325
1723 0 767 281 739 325
1724 0 771 282 738 325
1725 0 771 281 739 326
1726 0 771 281 739 326
1727 0 769 281 739 324
1728 0 770 282 738 324
1729 0 770 280 738 324
1730 0 768 282 739 325
1731 0 769 282 739 325
1732 0 769 281 739 326
1733 0 770 281 738 325
1734 0 772 280 739 325
1735 0 772 281 738 323
1736 0 768 282 739 325
1737 0 767 282 739 325
1738 0 765 280 739 325
1739 0 770 283 739 326
1740 0 769 282 738 324
1741 0 771 283 739 325
1742 0 772 284 739 325
1743 0 769 281 738 324
1744 0 770 282 738 323
1745 0 767 281 738 324
1746 0 770 281 738 324
1747 0 771 282 739 325
1748 0 769 282 740 325
1749 0 770 284 740 325
1750 0 771 281 740 326
1751 0 769 283 740 326
1752 0 769 282 740 326
1753 0 768 280 739 325
1754 0 770 282 739 324
1755 0 771 281 740 326
1756 0 771 280 740 326
1757 0 772 282 739 325
1758 0 770 282 739 326
1759 0 767 283 739 325
1760 0 766 282 740 325
1761 0 771 283 740 325
1762 0 768 283 740 324
1763 0 766 280 739 324
1764 0 762 280 740 326
1765 0 777 273 741 325
1766 0 791 271 739 325
1767 0 795 263 740 325
1768 0 802 261 740 325
1769 0 801 266 740 325
1770 0 802 266 739 324
1771 0 800 266 739 323
1772 0 802 267 739 323
1773 0 801 266 739 323
1774 0 801 265 739 324
1775 0 801 265 737 323
1776 0 801 267 738 320
1777 0 799 264 738 317
1778 0 802 267 744 309
1779 0 806 266 0 0
1780 0 806 264 0 0
1781 0 804 265 0 0
1782 0 804 263 780 281
1783 0 805 263 785 280
1784 0 805 276 780 277
1785 0 812 283 782 268
1786 0 0 0 784 273
1787 0 0 0 784 271
1788 0 0 0 784 272
1789 0 0 0 785 271
1790 0 853 278 785 270
1791 0 861 276 785 271
1792 0 867 275 785 271
1793 0 870 279 786 271
1794 0 868 275 785 272
1795 0 868 273 785 272
1796 0 866 266 785 272
1797 0 865 264 785 271
1798 0 866 262 785 271
1799 0 867 260 784 274
1800 0 864 263 786 272
1801 0 862 264 785 272
1802 0 864 261 786 270
1803 0 866 259 785 274
1804 0 865 262 786 272
1805 0 863 261 785 272
1806 0 863 261 786 271
1807 0 861 260 785 272
1808 0 859 259 785 273
1809 0 855 253 785 272
1810 0 845 259 785 274
1811 0 836 261 785 273
1812 0 837 265 785 271
1813 0 838 266 785 271
1814 0 844 263 785 273
1815 0 841 264 785 273
1816 0 843 268 784 272
1817 0 842 266 784 274
1818 0 842 266 784 273
1819 0 842 266 784 274
1820 0 843 267 784 273
1821 0 844 268 784 272
1822 0 843 267 785 270
1823 0 844 269 784 271
1824 0 840 271 785 271
1825 0 840 268 785 271
1826 0 840 270 785 271
1827 0 841 273 785 269
1828 0 840 273 784 273
1829 0 840 273 785 272
1830 0 827 264 785 273
1831 0 832 262 785 271
1832 0 830 263 785 271
1833 0 825 262 785 271
1834 0 832 262 784 270
1835 0 833 264 785 271
1836 0 831 265 785 270
1837 0 831 264 784 273
1838 0 831 263 785 271
1839 0 829 264 784 274
1840 0 828 263 785 273
1841 0 829 263 785 272
1842 0 832 265 785 272
1843 0 831 263 785 271
1844 0 830 263 785 271
1845 0 828 262 785 271
1846 0 824 260 785 271
1847 0 819 254 785 270
1848 0 811 256 785 271
1849 0 806 254 785 272
1850 0 805 257 785 271
1851 0 807 262 785 274
1852 0 811 264 785 271
1853 0 810 263 784 272
1854 0 810 265 784 273
1855 0 812 265 785 273
1856 0 810 263 784 272
1857 0 810 262 784 274
1858 0 813 268 784 272
1859 0 811 265 785 272
1860 0 813 264 784 272
1861 0 810 264 785 272
1862 0 811 264 784 271
1863 0 809 263 784 271
1864 0 809 265 784 272
1865 0 811 264 784 272
1866 0 810 265 784 272
1867 0 811 262 784 273
1868 0 810 265 784 272
1869 0 813 266 783 272
1870 0 811 265 783 273
1871 0 811 265 784 271
1872 0 811 264 784 270
1873 0 811 260 784 271
1874 0 811 262 784 272
1875 0 811 263 784 271
1876 0 811 264 784 271
1877 0 809 263 784 270
1878 0 811 265 785 272
1879 0 811 265 784 272
1880 0 812 264 784 270
1881 0 810 263 784 269
1882 0 811 265 784 269
1883 0 811 262 784 271
1884 0 812 263 784 270
1885 0 812 264 784 271
1886 0 811 263 784 270
1887 0 808 260 784 271
1888 0 810 263 784 273
1889 0 812 262 784 268
1890 0 810 261 784 270
1891 0 811 262 784 269
1892 0 812 265 784 270
1893 0 811 264 785 270
1894 0 810 263 785 270
1895 0 811 263 783 271
1896 0 810 263 784 271
1897 0 812 262 784 271
1898 0 812 264 784 272
1899 0 812 264 784 272
1900 0 809 264 784 271
1901 0 809 265 784 272
1902 0 810 264 784 273
1903 0 808 263 784 271
1904 0 812 264 784 271
1905 0 809 265 784 272
1906 0 812 262 785 271
1907 0 810 260 784 273
1908 0 810 264 785 271
1909 0 810 264 784 271
1910 0 810 265 784 271
1911 0 811 265 784 271
1912 0 810 263 785 270
1913 0 811 263 785 271
1914 0 810 265 785 271
1915 0 811 266 786 269
1916 0 810 265 784 269
1917 0 811 264 785 270
1918 0 811 265 785 271
1919 0 814 260 784 271
1920 0 817 263 784 271
1921 0 815 262 785 270
1922 0 811 264 784 271
1923 0 811 265 784 272
1924 0 814 265 784 272
1925 0 814 266 785 271
1926 0 811 264 785 270
1927 0 814 265 784 271
1928 0 810 263 785 270
1929 0 812 265 784 272
1930 0 813 265 784 271
1931 0 808 264 784 271
1932 0 810 265 784 272
1933 0 811 264 784 272
1934 0 808 260 784 270
1935 0 810 263 785 270
1936 0 811 265 785 269
1937 0 811 264 784 269
1938 0 812 263 784 269
1939 0 813 264 784 269
1940 0 815 264 784 271
1941 0 813 265 783 270
1942 0 813 264 784 270
1943 0 815 262 783 273
1944 0 811 264 784 272
1945 0 812 265 784 271
1946 0 812 264 784 271
1947 0 810 264 784 270
1948 0 811 263 784 270
1949 0 811 262 784 273
1950 0 812 262 784 270
1951 0 812 264 784 271
1952 0 812 265 783 272
1953 0 810 266 784 272
1954 0 814 262 784 272
1955 0 809 263 784 271
1956 0 811 263 784 270
1957 0 813 265 784 271
1958 0 810 266 784 272
1959 0 810 264 784 271
1960 0 807 266 784 271
1961 0 809 263 785 272
1962 0 810 266 784 272
1963 0 808 262 784 271
1964 0 812 263 784 271
1965 0 808 266 784 273
1966 0 812 266 784 273
1967 0 809 265 783 271
1968 0 808 263 784 272
1969 0 812 261 784 270
1970 0 809 263 784 272
1971 0 813 263 784 270
1972 0 809 264 785 269
1973 0 813 264 784 270
1974 0 813 264 784 269
1975 0 815 261 785 270
1976 0 814 265 784 271
1977 0 813 264 784 273
1978 0 813 263 784 273
1979 0 812 265 784 274
1980 0 811 266 784 273
1981 0 812 264 784 272
1982 0 809 265 783 272
1983 0 810 265 784 270
1984 0 810 263 784 270
1985 0 808 261 785 269
1986 0 813 263 784 272
1987 0 811 264 784 272
1988 0 811 263 784 271
1989 0 811 262 785 271
1990 0 813 262 785 270
1991 0 811 261 785 269
1992 0 811 262 784 271
1993 0 813 263 784 271
1994 0 811 264 784 272
1995 0 810 265 784 271
1996 0 813 263 784 273
1997 0 812 264 784 270
1998 0 811 266 784 271
1999 0 811 264 784 271
2000 0 810 265 784 271
2001 0 810 263 784 272
2002 0 810 265 784 271
2003 0 808 261 784 270
2004 0 811 264 784 270
2005 0 811 264 785 270
2006 0 809 265 785 270
2007 0 812 263 784 272
2008 0 811 264 784 272
2009 0 810 261 785 269
2010 0 813 261 785 271
2011 0 809 263 784 271
2012 0 811 264 785 269
2013 0 812 266 784 271
2014 0 810 265 784 271
2015 0 805 265 784 271
2016 0 810 263 784 274
2017 0 811 263 785 272
2018 0 809 263 784 272
2019 0 811 263 785 272
2020 0 811 263 785 272
