FrameNum MouseNum LeftX LeftY RightX RightY
265 0 745 356 788 374
266 0 745 358 789 373
267 0 745 358 789 374
268 0 745 358 789 374
269 0 746 356 788 375
270 0 746 358 789 374
271 0 745 358 788 374
272 0 745 357 788 374
273 0 745 359 788 375
274 0 745 358 788 375
275 0 745 358 789 373
276 0 746 359 789 373
277 0 745 358 789 374
278 0 747 355 789 373
279 0 748 356 790 373
280 0 748 357 791 373
281 0 747 357 791 373
282 0 747 357 790 373
283 0 747 355 790 373
284 0 746 357 790 373
285 0 748 358 790 374
286 0 747 357 790 373
287 0 748 356 790 373
288 0 747 356 790 374
289 0 747 356 790 373
290 0 747 356 791 372
291 0 747 357 791 373
292 0 747 358 791 374
293 0 746 359 791 374
294 0 745 358 790 375
295 0 742 363 790 374
296 0 725 357 790 374
297 0 720 354 789 375
298 0 717 355 789 376
299 0 712 353 789 378
300 0 712 353 789 377
301 0 715 352 788 378
302 0 715 352 788 378
303 0 715 353 789 378
304 0 716 352 788 378
305 0 716 352 789 380
306 0 716 351 790 378
307 0 716 351 789 379
308 0 716 350 790 378
309 0 717 350 790 377
310 0 717 350 790 377
311 0 717 349 790 377
312 0 717 348 790 377
313 0 717 349 790 376
314 0 716 349 790 375
315 0 716 349 790 374
316 0 717 350 791 374
317 0 717 347 791 373
318 0 718 346 791 373
319 0 718 347 791 373
320 0 718 347 791 373
321 0 718 348 791 373
322 0 718 347 791 373
323 0 718 348 791 374
324 0 718 347 791 374
325 0 718 347 791 374
326 0 717 349 791 374
327 0 717 347 790 375
328 0 716 348 790 374
329 0 717 347 789 374
330 0 717 349 790 375
331 0 717 350 789 375
332 0 717 350 790 375
333 0 717 350 790 375
334 0 716 349 790 375
335 0 717 350 790 375
336 0 717 350 790 375
337 0 717 351 790 375
338 0 717 349 790 376
339 0 717 350 790 374
340 0 717 349 790 376
341 0 716 349 790 376
342 0 717 350 790 376
343 0 716 348 789 375
344 0 716 349 789 375
345 0 716 349 789 376
346 0 716 348 789 376
347 0 717 347 789 376
348 0 717 348 789 377
349 0 717 349 789 377
350 0 717 349 789 377
351 0 716 350 789 378
352 0 716 349 788 376
353 0 717 349 788 378
354 0 716 351 788 378
355 0 716 351 788 378
356 0 715 351 788 377
357 0 715 351 788 378
358 0 715 351 787 378
359 0 715 352 788 380
360 0 715 352 787 380
361 0 715 352 787 380
362 0 714 352 788 381
363 0 715 352 788 381
364 0 716 352 788 380
365 0 716 352 789 379
366 0 716 353 789 380
367 0 716 351 788 378
368 0 716 351 788 377
369 0 716 351 789 377
370 0 717 351 789 376
371 0 717 349 789 375
372 0 717 347 790 376
373 0 717 347 790 374
374 0 718 345 791 374
375 0 718 347 791 374
376 0 719 348 791 373
377 0 719 347 791 375
378 0 719 347 792 374
379 0 720 348 791 374
380 0 719 346 792 374
381 0 719 346 792 375
382 0 718 346 791 376
383 0 718 345 791 374
384 0 717 345 790 373
385 0 718 345 790 373
386 0 718 346 790 373
387 0 717 347 790 373
388 0 717 348 789 374
389 0 718 348 790 374
390 0 718 349 790 374
391 0 718 349 790 375
392 0 718 349 791 375
393 0 718 352 791 375
394 0 717 354 791 374
395 0 715 365 790 374
396 0 0 0 790 375
397 0 717 385 789 376
398 0 723 389 789 375
399 0 721 388 789 374
400 0 726 393 790 375
401 0 729 389 790 375
402 0 731 385 791 374
403 0 732 384 791 374
404 0 733 384 791 373
405 0 734 385 791 374
406 0 735 384 791 376
407 0 735 385 792 375
408 0 735 384 791 375
409 0 736 384 791 375
410 0 735 384 792 374
411 0 736 384 792 374
412 0 736 385 792 373
413 0 735 384 791 374
414 0 734 384 791 374
415 0 735 386 791 374
416 0 735 386 791 376
417 0 735 386 791 376
418 0 736 387 791 376
419 0 735 386 790 377
420 0 735 387 790 376
421 0 735 387 791 375
422 0 734 385 791 377
423 0 735 387 791 377
424 0 734 386 791 375
425 0 735 386 790 375
426 0 733 386 789 376
427 0 733 385 790 375
428 0 733 386 790 376
429 0 732 384 790 376
430 0 733 385 790 377
431 0 733 386 790 377
432 0 734 387 790 376
433 0 735 386 790 376
434 0 735 386 791 376
435 0 736 386 790 375
436 0 735 384 792 374
437 0 734 383 791 375
438 0 735 384 791 375
439 0 735 385 792 374
440 0 736 384 793 373
441 0 736 384 793 373
442 0 735 383 792 374
443 0 735 384 792 375
444 0 735 383 792 375
445 0 734 383 792 374
446 0 734 384 792 374
447 0 733 384 792 375
448 0 734 383 792 375
449 0 735 385 792 374
450 0 735 387 791 375
451 0 735 386 791 374
452 0 735 386 791 374
453 0 734 387 791 374
454 0 734 388 791 374
455 0 735 389 791 376
456 0 735 387 791 376
457 0 734 387 790 376
458 0 733 385 790 377
459 0 734 387 791 376
460 0 735 387 790 377
461 0 735 388 790 377
462 0 735 388 790 377
463 0 733 386 791 375
464 0 734 386 791 377
465 0 734 386 791 375
466 0 734 386 791 376
467 0 734 386 791 375
468 0 734 384 791 374
469 0 735 387 791 375
470 0 734 384 791 375
471 0 735 382 792 374
472 0 736 382 792 375
473 0 736 381 792 374
474 0 737 382 792 375
475 0 736 380 792 374
476 0 720 364 793 373
477 0 711 357 792 373
478 0 711 350 792 373
479 0 709 347 792 374
480 0 709 348 791 375
481 0 710 346 790 377
482 0 710 347 783 384
483 0 709 347 0 0
484 0 709 347 0 0
485 0 710 347 0 0
486 0 710 347 0 0
487 0 709 348 811 361
488 0 709 349 0 0
489 0 710 349 0 0
490 0 710 348 0 0
491 0 710 349 0 0
492 0 710 349 0 0
493 0 710 349 725 440
494 0 711 348 721 440
495 0 710 348 721 440
496 0 710 348 722 439
497 0 710 348 721 439
498 0 709 348 721 439
499 0 710 349 721 439
500 0 709 349 721 439
501 0 709 349 720 439
502 0 710 349 720 439
503 0 711 348 719 440
504 0 710 348 719 441
505 0 710 348 719 441
506 0 710 350 717 441
507 0 710 348 711 440
508 0 712 348 0 0
509 0 710 347 0 0
510 0 710 346 0 0
511 0 710 347 0 0
512 0 711 346 691 387
513 0 710 346 689 383
514 0 711 347 689 383
515 0 711 346 688 383
516 0 710 347 689 384
517 0 710 344 688 383
518 0 716 333 688 383
519 0 711 324 689 383
520 0 715 316 689 384
521 0 713 314 688 384
522 0 716 316 688 383
523 0 717 316 689 384
524 0 717 316 688 384
525 0 717 317 688 384
526 0 715 316 688 384
527 0 714 316 688 384
528 0 716 316 688 383
529 0 716 316 688 383
530 0 717 317 688 383
531 0 717 317 689 384
532 0 717 317 689 384
533 0 717 317 689 384
534 0 716 316 689 384
535 0 716 316 688 383
536 0 716 316 687 382
537 0 715 315 689 383
538 0 715 316 688 383
539 0 718 316 688 383
540 0 718 316 687 382
541 0 717 315 689 383
542 0 716 315 688 382
543 0 716 316 689 382
544 0 716 315 689 382
545 0 716 315 689 381
546 0 716 315 689 382
547 0 715 313 688 381
548 0 709 304 688 381
549 0 707 298 688 382
550 0 707 295 687 381
551 0 703 290 688 382
552 0 698 285 687 381
553 0 703 284 687 381
554 0 709 285 687 381
555 0 714 287 687 381
556 0 712 286 687 382
557 0 712 285 687 382
558 0 713 286 686 382
559 0 710 284 687 382
560 0 712 284 687 382
561 0 712 285 687 383
562 0 712 284 688 382
563 0 709 284 687 382
564 0 714 285 687 382
565 0 712 285 688 382
566 0 712 285 687 382
567 0 711 284 687 381
568 0 712 284 688 382
569 0 716 286 688 382
570 0 714 285 688 381
571 0 714 285 687 381
572 0 713 284 688 381
573 0 713 284 688 381
574 0 713 285 689 381
575 0 714 285 688 381
576 0 714 284 688 381
577 0 713 284 688 381
578 0 714 285 688 380
579 0 714 284 687 380
580 0 714 284 687 380
581 0 714 283 688 380
582 0 713 283 688 381
583 0 714 285 688 380
584 0 713 284 689 380
585 0 715 285 689 380
586 0 713 284 688 380
587 0 713 283 687 380
588 0 712 284 687 381
589 0 713 284 688 381
590 0 715 286 687 380
591 0 715 285 688 381
592 0 713 284 689 381
593 0 713 285 688 381
594 0 714 285 688 381
595 0 711 283 688 382
596 0 711 283 688 381
597 0 712 284 687 381
598 0 713 285 687 381
599 0 714 285 688 381
600 0 713 286 687 381
601 0 713 288 689 381
602 0 717 288 688 381
603 0 716 289 688 381
604 0 719 292 688 380
605 0 718 295 689 380
606 0 718 296 689 379
607 0 726 295 689 378
608 0 727 297 688 378
609 0 728 296 687 377
610 0 734 298 688 377
611 0 740 301 688 376
612 0 742 302 688 377
613 0 747 301 688 377
614 0 752 302 688 376
615 0 752 304 689 376
616 0 749 302 689 375
617 0 750 302 689 375
618 0 751 301 689 376
619 0 752 303 689 377
620 0 755 306 689 377
621 0 756 307 689 377
622 0 755 306 689 376
623 0 754 305 689 377
624 0 752 304 688 376
625 0 748 301 688 376
626 0 746 304 688 376
627 0 743 306 688 374
628 0 744 307 688 374
629 0 749 306 687 374
630 0 744 306 687 374
631 0 746 307 687 375
632 0 745 310 688 377
633 0 744 314 688 377
634 0 741 317 687 377
635 0 736 318 688 377
636 0 731 321 688 377
637 0 729 324 687 378
638 0 727 326 687 377
639 0 724 331 688 378
640 0 721 333 689 378
641 0 721 333 690 378
642 0 724 333 692 379
643 0 726 333 692 379
644 0 727 332 693 379
645 0 728 332 693 379
646 0 726 331 694 380
647 0 724 330 693 379
648 0 727 326 695 379
649 0 722 323 694 379
650 0 717 321 694 379
651 0 712 317 693 379
652 0 705 315 695 379
653 0 702 313 695 379
654 0 695 313 695 379
655 0 690 311 694 379
656 0 688 309 694 379
657 0 681 306 693 379
658 0 679 304 692 379
659 0 677 306 693 378
660 0 680 303 694 379
661 0 681 303 693 379
662 0 681 306 692 379
663 0 683 305 692 379
664 0 681 305 691 378
665 0 680 304 692 379
666 0 681 306 692 380
667 0 680 306 693 380
668 0 679 306 692 379
669 0 682 307 692 380
670 0 682 306 693 379
671 0 682 308 693 380
672 0 684 309 694 380
673 0 687 312 694 380
674 0 689 314 692 379
675 0 689 317 692 380
676 0 691 319 692 379
677 0 693 319 693 380
678 0 694 319 693 379
679 0 695 319 693 380
680 0 694 320 694 380
681 0 694 320 693 380
682 0 694 321 694 379
683 0 693 320 694 379
684 0 693 320 693 379
685 0 694 321 694 379
686 0 693 320 694 379
687 0 694 320 693 379
688 0 693 320 693 378
689 0 693 320 692 379
690 0 693 320 694 379
691 0 693 321 694 380
692 0 695 321 694 379
693 0 694 320 694 379
694 0 693 321 693 379
695 0 693 320 694 380
696 0 694 321 694 379
697 0 692 320 693 380
698 0 693 320 693 380
699 0 692 321 693 379
700 0 693 321 693 380
701 0 694 321 692 379
702 0 694 321 692 380
703 0 693 320 693 380
704 0 693 320 694 381
705 0 693 320 694 380
706 0 693 320 694 380
707 0 693 320 694 379
708 0 692 321 693 380
709 0 692 321 693 380
710 0 693 320 694 381
711 0 693 321 694 380
712 0 693 321 694 380
713 0 693 321 693 379
714 0 694 321 693 380
715 0 694 320 694 380
716 0 694 320 694 380
717 0 694 320 695 380
718 0 695 321 694 379
719 0 692 320 694 380
720 0 694 320 693 379
721 0 694 320 693 378
722 0 695 320 693 378
723 0 694 320 693 379
724 0 694 320 693 379
725 0 694 320 694 379
726 0 694 320 694 380
727 0 693 320 693 379
728 0 694 320 694 380
729 0 692 319 694 380
730 0 692 320 694 380
731 0 693 320 693 380
732 0 693 321 693 380
733 0 692 321 693 379
734 0 692 322 693 379
735 0 692 322 693 379
736 0 692 321 693 380
737 0 694 321 693 380
738 0 694 321 693 379
739 0 691 322 694 380
740 0 693 320 694 380
741 0 693 320 694 381
742 0 692 321 694 380
743 0 693 321 693 380
744 0 692 321 694 380
745 0 692 321 693 380
746 0 692 321 693 379
747 0 692 321 692 379
748 0 693 320 693 379
749 0 693 320 691 379
750 0 694 321 692 379
751 0 694 320 693 379
752 0 694 320 694 380
753 0 694 320 693 380
754 0 695 320 694 380
755 0 695 321 694 380
756 0 695 320 694 379
757 0 694 319 693 380
758 0 692 320 694 380
759 0 694 320 693 379
760 0 694 320 693 379
761 0 694 319 694 379
762 0 693 320 693 379
763 0 693 320 693 379
764 0 694 320 694 379
765 0 693 320 694 380
766 0 692 320 693 380
767 0 693 320 692 379
768 0 692 320 693 380
769 0 693 320 693 380
770 0 694 321 692 380
771 0 693 321 693 380
772 0 693 321 693 380
773 0 692 320 693 380
774 0 694 321 694 380
775 0 693 321 692 380
776 0 693 321 693 380
777 0 692 321 692 380
778 0 692 321 693 380
779 0 694 320 692 379
780 0 694 320 693 380
781 0 693 321 693 379
782 0 694 321 693 380
783 0 694 321 692 380
784 0 694 321 692 380
785 0 694 322 692 379
786 0 692 322 693 379
787 0 690 322 692 379
788 0 691 322 692 379
789 0 691 322 692 379
790 0 692 321 692 378
791 0 691 320 690 378
792 0 690 321 691 378
793 0 690 321 690 378
794 0 691 322 690 378
795 0 690 321 690 377
796 0 691 320 690 377
797 0 691 321 689 377
798 0 691 321 690 377
799 0 692 321 690 378
800 0 692 321 691 379
801 0 699 321 692 380
802 0 716 318 692 380
803 0 727 319 693 380
804 0 745 315 693 380
805 0 747 315 693 380
806 0 747 316 693 380
807 0 761 314 694 380
808 0 760 317 693 380
809 0 757 323 693 380
810 0 763 317 696 381
811 0 758 317 696 381
812 0 759 317 697 380
813 0 759 320 696 379
814 0 761 316 706 374
815 0 763 317 711 372
816 0 764 317 712 373
817 0 763 315 713 372
818 0 764 315 713 372
819 0 760 314 713 372
820 0 762 316 712 372
821 0 763 317 709 368
822 0 761 316 712 356
823 0 763 314 722 341
824 0 764 314 731 336
825 0 762 316 735 326
826 0 762 315 739 328
827 0 764 316 740 329
828 0 767 311 740 330
829 0 771 304 741 329
830 0 0 0 741 329
831 0 787 292 741 330
832 0 786 293 741 330
833 0 788 291 741 328
834 0 787 289 740 329
835 0 788 290 740 329
836 0 788 292 741 329
837 0 788 292 740 330
838 0 790 293 741 330
839 0 787 291 741 331
840 0 788 291 741 330
841 0 790 295 740 330
842 0 788 295 741 330
843 0 789 294 740 330
844 0 789 294 741 330
845 0 790 294 741 330
846 0 791 294 741 330
847 0 789 295 741 330
848 0 789 294 741 330
849 0 788 294 741 331
850 0 790 294 741 330
851 0 787 294 740 329
852 0 770 300 741 330
853 0 760 300 740 329
854 0 756 304 740 329
855 0 758 306 740 329
856 0 757 306 740 329
857 0 756 307 741 329
858 0 757 306 741 330
859 0 757 307 741 329
860 0 759 307 738 327
861 0 756 306 0 0
862 0 755 307 0 0
863 0 757 308 0 0
864 0 758 308 0 0
865 0 759 308 767 396
866 0 758 308 768 398
867 0 760 306 767 398
868 0 761 306 767 398
869 0 760 306 767 399
870 0 759 308 768 399
871 0 759 308 766 398
872 0 759 307 767 399
873 0 761 307 766 399
874 0 762 306 767 399
875 0 760 306 766 398
876 0 760 308 766 398
877 0 759 310 765 398
878 0 758 310 765 397
879 0 759 309 765 396
880 0 758 309 763 393
881 0 758 310 757 390
882 0 760 309 746 382
883 0 759 309 744 382
884 0 760 308 746 383
885 0 759 309 749 389
886 0 759 309 754 395
887 0 757 309 755 395
888 0 758 309 756 395
889 0 758 308 756 395
890 0 760 307 756 394
891 0 759 309 755 394
892 0 758 308 756 395
893 0 758 309 755 395
894 0 759 309 755 395
895 0 759 309 755 395
896 0 759 309 755 395
897 0 757 309 755 395
898 0 759 308 756 395
899 0 759 310 757 395
900 0 759 309 757 395
901 0 758 308 756 395
902 0 759 307 756 395
903 0 759 308 756 395
904 0 761 308 755 394
905 0 761 308 754 394
906 0 760 308 753 395
907 0 760 307 753 394
908 0 759 308 752 394
909 0 758 308 750 392
910 0 760 308 740 387
911 0 759 308 733 379
912 0 760 308 735 376
913 0 759 309 738 376
914 0 761 308 740 377
915 0 759 309 740 376
916 0 760 308 740 376
917 0 759 308 740 376
918 0 760 307 741 377
919 0 758 308 741 376
920 0 758 308 740 376
921 0 758 307 741 377
922 0 758 307 740 376
923 0 758 307 739 376
924 0 758 306 738 371
925 0 758 306 735 357
926 0 758 307 739 351
927 0 758 306 743 351
928 0 757 307 744 350
929 0 757 307 745 350
930 0 758 307 745 351
931 0 758 306 744 350
932 0 757 306 745 351
933 0 758 304 744 350
934 0 758 305 745 350
935 0 756 306 745 350
936 0 755 306 745 351
937 0 757 306 745 351
938 0 758 305 744 350
939 0 757 306 744 350
940 0 758 305 745 350
941 0 759 306 744 350
942 0 758 305 744 350
943 0 757 306 744 350
944 0 758 306 744 349
945 0 757 306 744 350
946 0 758 306 745 351
947 0 756 306 744 351
948 0 756 306 745 351
949 0 755 306 744 351
950 0 757 305 745 351
951 0 758 306 745 350
952 0 760 306 744 350
953 0 758 306 745 350
954 0 759 305 744 349
955 0 756 305 744 350
956 0 758 305 744 349
957 0 756 306 744 349
958 0 756 305 744 350
959 0 757 306 744 350
960 0 757 307 745 350
961 0 756 306 744 350
962 0 758 306 745 350
963 0 758 306 744 350
964 0 758 306 745 350
965 0 757 307 745 350
966 0 757 307 744 350
967 0 757 306 744 350
968 0 758 306 744 350
969 0 758 307 744 350
970 0 756 306 745 350
971 0 759 306 744 350
972 0 759 307 744 350
973 0 758 306 744 350
974 0 757 306 744 350
975 0 757 307 745 350
976 0 758 307 745 352
977 0 758 307 745 351
978 0 757 306 744 350
979 0 758 306 744 350
980 0 758 307 744 350
981 0 758 307 745 351
982 0 757 306 744 349
983 0 758 306 744 350
984 0 758 307 745 350
985 0 758 307 744 349
986 0 757 307 744 350
987 0 758 307 744 350
988 0 757 307 745 350
989 0 760 307 745 351
990 0 757 306 744 350
991 0 759 307 745 350
992 0 758 307 744 350
993 0 759 307 744 349
994 0 758 306 744 349
995 0 758 306 744 349
996 0 759 306 744 349
997 0 759 307 744 350
998 0 758 307 744 349
999 0 757 307 744 349
1000 0 758 307 744 349
1001 0 758 306 744 349
1002 0 757 305 744 349
1003 0 756 306 744 349
1004 0 758 306 744 349
1005 0 756 307 744 349
1006 0 756 307 744 349
1007 0 757 307 744 349
1008 0 759 307 744 350
1009 0 759 307 744 350
1010 0 758 307 745 351
1011 0 757 306 744 350
1012 0 757 306 744 349
1013 0 755 305 744 350
1014 0 761 304 744 350
1015 0 764 299 744 349
1016 0 770 299 743 348
1017 0 775 298 743 349
1018 0 777 301 744 350
1019 0 785 298 741 347
1020 0 785 298 743 348
1021 0 785 296 742 347
1022 0 784 296 743 346
1023 0 787 299 743 347
1024 0 788 298 743 347
1025 0 784 295 743 347
1026 0 785 298 743 347
1027 0 788 299 743 346
1028 0 788 297 742 346
1029 0 789 298 742 344
1030 0 792 299 743 345
1031 0 793 297 741 344
1032 0 795 299 742 345
1033 0 797 298 742 344
1034 0 803 299 742 343
1035 0 798 303 741 343
1036 0 803 301 741 343
1037 0 801 298 741 342
1038 0 802 302 740 342
1039 0 800 298 740 339
1040 0 807 297 739 335
1041 0 0 0 738 325
1042 0 0 0 742 315
1043 0 0 0 756 301
1044 0 823 297 765 302
1045 0 820 297 766 302
1046 0 0 0 767 302
1047 0 823 289 767 303
1048 0 827 287 767 304
1049 0 825 293 767 305
1050 0 828 294 767 305
1051 0 823 292 767 306
1052 0 822 294 767 306
1053 0 821 291 767 306
1054 0 828 289 767 305
1055 0 0 0 767 307
1056 0 0 0 767 308
1057 0 0 0 767 306
1058 0 0 0 768 306
1059 0 0 0 768 306
1060 0 0 0 767 305
1061 0 860 285 767 305
1062 0 0 0 767 305
1063 0 867 272 767 305
1064 0 868 270 767 306
1065 0 871 272 767 305
1066 0 872 273 768 305
1067 0 871 272 767 305
1068 0 868 267 767 305
1069 0 866 267 767 305
1070 0 867 266 767 304
1071 0 866 262 767 304
1072 0 866 263 767 305
1073 0 866 265 767 304
1074 0 869 266 767 303
1075 0 866 265 767 303
1076 0 867 265 767 304
1077 0 863 258 767 304
1078 0 0 0 766 302
1079 0 853 243 768 305
1080 0 848 244 768 304
1081 0 850 249 768 305
1082 0 852 252 767 304
1083 0 848 249 767 304
1084 0 847 251 768 304
1085 0 848 251 767 303
1086 0 847 250 768 304
1087 0 849 252 767 305
1088 0 848 251 767 304
1089 0 847 251 767 304
1090 0 847 251 767 305
1091 0 847 251 768 305
1092 0 846 252 768 305
1093 0 846 250 768 305
1094 0 844 251 769 306
1095 0 846 251 768 306
1096 0 849 249 768 306
1097 0 845 252 768 306
1098 0 845 251 768 305
1099 0 844 250 768 306
1100 0 839 250 769 307
1101 0 835 259 768 306
1102 0 835 264 768 307
1103 0 832 265 768 306
1104 0 830 265 767 307
1105 0 829 267 768 306
1106 0 828 266 768 307
1107 0 826 266 767 305
1108 0 829 267 768 306
1109 0 828 267 769 306
1110 0 829 266 768 306
1111 0 829 267 768 305
1112 0 829 267 768 305
1113 0 828 269 768 306
1114 0 827 268 767 305
1115 0 827 268 768 306
1116 0 828 268 768 306
1117 0 828 269 768 307
1118 0 828 268 768 307
1119 0 828 268 768 308
1120 0 826 268 767 306
1121 0 819 269 768 306
1122 0 807 268 767 305
1123 0 797 272 766 305
1124 0 797 276 767 306
1125 0 798 276 767 306
1126 0 799 279 767 305
1127 0 799 279 768 306
1128 0 794 278 768 306
1129 0 799 280 768 307
1130 0 798 280 768 306
1131 0 801 280 767 305
1132 0 798 282 767 305
1133 0 799 280 767 307
1134 0 801 279 767 306
1135 0 802 279 767 304
1136 0 801 279 768 306
1137 0 805 279 767 305
1138 0 803 282 767 306
1139 0 805 283 766 305
1140 0 801 284 766 304
1141 0 803 282 765 315
1142 0 803 282 770 330
1143 0 801 283 770 335
1144 0 802 283 771 341
1145 0 799 283 773 347
1146 0 798 283 773 351
1147 0 798 283 774 353
