FrameNum MouseNum LeftX LeftY RightX RightY MouseAngle MouseX MouseY   
121 1 125 83 134 77 101 75 10 
122 1 124 83 134 75 101 74 10 
123 1 123 83 133 75 101 74 10 
124 1 123 83 133 75 100 74 10 
125 1 123 84 133 75 101 74 10 
126 1 123 84 133 75 100 74 10 
127 1 124 83 133 74 100 74 8 
128 1 124 83 133 74 100 74 8 
129 1 124 83 133 75 101 74 10 
130 1 122 82 133 75 101 74 8 
131 1 124 82 133 75 101 74 8 
132 1 122 81 133 75 101 74 8 
133 1 124 82 132 75 101 74 8 
134 1 125 82 133 75 101 74 8 
135 1 126 83 132 74 101 75 6 
136 1 124 82 132 75 101 75 6 
137 1 123 81 132 75 101 78 0 
138 1 124 83 131 75 101 78 2 
139 1 124 83 132 76 101 78 2 
140 1 127 83 134 76 100 74 9 
141 1 125 86 135 77 100 75 11 
142 1 125 84 133 76 100 75 9 
143 1 125 85 133 76 99 74 11 
144 1 124 84 133 77 99 75 9 
145 1 125 86 134 77 99 75 11 
146 1 124 83 133 77 99 75 9 
147 1 127 83 134 77 99 74 10 
148 1 129 84 134 77 100 74 10 
149 1 125 84 134 76 100 74 11 
150 1 123 83 133 76 100 75 8 
151 1 125 84 134 76 100 76 7 
152 1 125 82 134 76 100 75 7 
153 1 126 82 134 77 100 75 7 
154 1 127 84 134 78 100 76 9 
155 1 124 82 133 74 100 76 4 
156 1 125 82 132 74 100 76 4 
157 1 124 81 132 74 100 76 2 
158 1 124 83 132 74 99 76 3 
159 1 123 82 132 74 100 76 4 
160 1 121 80 132 74 100 75 4 
161 1 123 81 132 73 100 75 4 
162 1 126 81 132 73 99 75 3 
163 1 127 83 134 73 100 75 5 
164 1 128 84 134 73 100 75 5 
165 1 127 81 133 72 100 76 0 
166 1 128 82 134 72 100 76 1 
167 1 126 80 134 72 100 76 0 
168 1 125 81 133 73 100 75 3 
169 1 125 79 134 72 100 76 358 
170 1 126 78 134 72 100 75 0 
171 1 126 79 133 72 100 75 0 
172 1 127 81 133 72 100 75 1 
173 1 127 81 132 72 100 74 3 
174 1 124 79 132 72 100 75 0 
175 1 124 79 131 72 100 75 0 
176 1 122 79 132 73 100 75 2 
177 1 125 81 133 72 100 75 1 
178 1 126 81 134 72 100 79 354 
179 1 125 80 133 71 100 80 350 
180 1 123 78 133 71 100 79 349 
181 1 125 81 133 71 100 73 5 
182 1 124 80 133 72 100 75 2 
183 1 126 81 133 72 100 76 0 
184 1 124 80 133 72 100 79 353 
185 1 125 80 133 73 100 79 354 
186 1 125 80 134 72 100 79 354 
187 1 125 82 134 72 100 79 356 
188 1 123 78 134 72 100 76 357 
189 1 123 77 133 71 100 76 355 
190 1 125 80 133 72 100 76 0 
191 1 128 82 132 72 100 75 3 
192 1 126 80 132 71 100 76 358 
193 1 125 80 132 72 100 76 0 
194 1 127 82 133 72 100 76 1 
195 1 128 85 134 73 100 74 9 
196 1 127 85 135 74 101 76 5 
197 1 130 86 136 75 101 76 7 
198 1 128 84 137 76 101 76 7 
199 1 130 86 137 77 101 76 8 
200 1 132 86 137 76 101 76 8 
201 1 130 85 138 76 100 76 6 
202 1 131 84 137 75 100 76 5 
203 1 134 86 138 75 101 76 6 
204 1 132 85 140 75 101 75 8 
205 1 134 87 142 76 101 76 7 
206 1 129 81 139 73 102 76 1 
207 1 132 82 141 75 102 76 3 
208 1 135 84 140 74 101 76 4 
209 1 132 82 138 74 100 78 0 
210 1 129 84 136 74 101 78 1 
211 1 130 83 137 76 101 76 5 
212 1 127 82 136 76 100 75 7 
213 1 126 83 136 75 100 75 7 
214 1 128 84 137 77 100 75 8 
215 1 129 85 137 76 101 74 10 
216 1 129 85 135 76 101 79 1 
217 1 128 85 135 75 101 79 1 
218 1 129 85 136 76 101 76 7 
219 1 125 83 135 76 101 73 11 
220 1 124 82 135 77 102 73 12 
221 1 125 84 135 76 101 73 13 
222 1 125 82 134 75 101 73 10 
223 1 124 83 134 75 101 73 12 
224 1 125 84 134 76 101 73 14 
225 1 126 84 135 76 101 74 11 
226 1 129 85 136 78 101 74 12 
227 1 127 85 135 77 100 74 12 
228 1 126 85 135 77 100 75 11 
229 1 127 85 135 76 100 75 9 
230 1 128 87 135 75 100 74 12 
231 1 128 86 135 77 100 75 10 
232 1 126 85 135 77 100 75 11 
233 1 125 84 136 77 100 76 7 
234 1 127 82 136 76 101 76 5 
235 1 127 83 136 75 101 75 7 
236 1 129 83 137 75 101 75 7 
237 1 126 81 137 74 101 73 7 
238 1 129 82 137 75 101 73 8 
239 1 126 83 136 75 101 73 11 
240 1 125 82 136 74 101 75 5 
241 1 128 81 135 74 101 74 5 
242 1 126 79 135 74 101 75 1 
243 1 127 81 135 74 101 74 5 
244 1 126 82 135 75 101 74 7 
245 1 129 84 136 75 101 74 9 
246 1 129 84 136 75 101 74 9 
247 1 125 80 137 75 102 75 3 
248 1 128 80 136 73 102 75 1 
249 1 125 77 138 73 103 74 2 
250 1 131 79 139 72 103 73 3 
251 1 131 79 139 72 103 73 3 
252 1 127 82 136 74 104 73 10 
253 1 128 81 137 74 103 73 7 
254 1 127 82 136 74 102 73 9 
255 1 127 83 136 74 102 72 11 
256 1 125 80 136 74 102 73 8 
257 1 127 81 135 75 102 78 0 
258 1 127 81 135 75 103 78 0 
259 1 127 78 137 74 103 74 3 
260 1 131 76 139 73 103 73 1 
261 1 133 76 140 70 104 72 1 
262 1 128 75 138 70 104 75 354 
263 1 128 78 140 73 104 75 0 
264 1 125 76 139 72 103 75 358 
265 1 129 79 138 73 102 77 358 
266 1 126 79 138 75 102 78 358 
267 1 126 78 138 75 102 78 356 
268 1 125 77 137 74 103 78 353 
269 1 126 77 138 73 103 78 354 
270 1 129 76 137 72 103 78 352 
271 1 131 74 139 70 104 74 356 
272 1 134 75 142 69 104 74 356 
273 1 136 75 141 69 104 74 356 
274 1 129 77 138 70 105 74 357 
275 1 127 76 140 71 104 74 358 
276 1 127 76 139 71 102 74 358 
277 1 128 78 139 72 102 73 3 
278 1 130 80 138 72 101 72 6 
279 1 128 81 138 73 102 74 5 
280 1 128 79 138 74 102 74 3 
281 1 126 80 138 74 103 74 5 
282 1 128 76 138 73 103 74 0 
283 1 129 74 141 73 104 72 1 
284 1 131 74 143 72 104 71 3 
285 1 128 74 139 72 106 72 2 
286 1 127 74 140 73 106 71 4 
287 1 128 75 140 73 104 76 356 
288 1 126 76 140 75 103 72 5 
289 1 125 77 139 75 102 73 5 
290 1 124 77 139 76 102 72 7 
291 1 124 78 138 76 102 71 11 
292 1 125 79 137 75 103 72 10 
293 1 127 78 138 76 103 71 11 
294 1 128 78 141 74 103 78 356 
295 1 135 79 142 73 104 72 6 
296 1 130 78 140 73 104 75 0 
297 1 130 78 139 72 104 72 5 
298 1 128 78 140 73 103 72 5 
299 1 130 80 138 72 102 74 3 
300 1 131 82 139 73 102 73 6 
301 1 131 80 139 74 102 73 6 
302 1 129 81 139 74 102 72 8 
303 1 131 80 139 74 102 72 8 
304 1 132 79 139 74 103 72 7 
305 1 129 75 140 72 104 72 1 
306 1 131 74 143 71 105 73 358 
307 1 129 75 142 71 106 72 1 
308 1 124 77 140 75 107 73 6 
309 1 133 77 141 73 105 72 5 
310 1 132 79 140 73 103 73 5 
311 1 131 79 140 74 102 73 5 
312 1 130 79 139 74 102 73 5 
313 1 130 79 139 75 103 73 7 
314 1 131 80 140 75 103 73 7 
315 1 128 77 137 75 104 71 10 
316 1 131 79 137 74 105 71 9 
317 1 128 78 138 73 106 71 8 
318 1 126 77 140 75 107 71 10 
319 1 132 80 142 76 107 71 13 
320 1 128 78 143 76 105 72 9 
321 1 127 76 143 75 104 72 5 
322 1 128 77 141 73 103 73 3 
323 1 127 78 139 73 102 75 0 
324 1 128 80 136 69 102 73 1 
325 1 128 82 130 72 101 72 10 
326 1 127 83 131 74 102 72 12 
327 1 122 80 132 73 102 73 6 
328 1 127 82 132 73 102 73 8 
329 1 128 80 134 72 102 74 3 
330 1 127 80 135 72 102 73 5 
331 1 126 80 135 72 102 72 8 
332 1 127 82 134 73 102 73 8 
333 1 125 81 134 73 102 73 8 
334 1 128 80 133 72 102 72 8 
335 1 125 78 133 72 102 73 4 
336 1 125 77 133 72 102 72 4 
337 1 127 78 133 72 102 72 6 
338 1 127 78 134 73 102 72 6 
339 1 125 78 134 72 102 72 6 
340 1 128 78 135 72 102 75 0 
341 1 129 79 136 72 103 75 0 
342 1 128 78 136 72 103 72 5 
343 1 128 78 135 72 103 75 0 
344 1 127 79 135 72 103 72 6 
345 1 128 80 135 72 103 72 8 
346 1 129 80 136 72 103 75 1 
347 1 131 84 137 73 104 75 5 
348 1 128 81 135 73 104 75 4 
349 1 126 80 133 72 104 74 4 
350 1 127 82 132 72 103 78 357 
351 1 124 79 133 72 103 73 4 
352 1 128 80 135 72 103 73 6 
353 1 127 79 136 72 103 72 6 
354 1 130 79 135 71 103 73 3 
355 1 129 78 135 71 103 72 3 
356 1 128 78 134 71 103 72 4 
357 1 128 77 134 71 103 72 4 
358 1 125 76 134 71 103 72 2 
359 1 125 76 134 71 103 72 2 
360 1 128 77 133 72 103 72 4 
361 1 126 76 133 72 103 72 4 
362 1 123 76 133 71 103 72 2 
363 1 127 79 133 72 102 72 6 
364 1 125 77 134 73 102 77 355 
365 1 129 79 134 73 102 72 7 
366 1 126 78 134 73 103 72 6 
367 1 128 79 134 73 103 72 8 
368 1 126 78 133 73 104 72 6 
369 1 131 80 135 74 104 72 9 
370 1 132 81 135 74 104 73 7 
371 1 129 79 133 73 104 72 8 
372 1 128 79 133 71 104 72 6 
373 1 126 79 133 72 103 74 2 
374 1 126 79 134 72 103 72 6 
375 1 131 79 137 71 104 71 7 
376 1 131 78 137 70 104 71 5 
377 1 124 80 134 74 106 71 14 
378 1 126 80 135 74 105 72 11 
379 1 128 80 135 73 103 72 8 
380 1 128 82 135 73 104 73 8 
381 1 125 80 133 73 104 72 9 
382 1 122 78 132 72 104 73 4 
383 1 121 77 132 72 103 78 350 
384 1 121 78 131 72 103 78 352 
385 1 125 77 133 72 103 79 349 
386 1 128 73 137 69 103 79 344 
387 1 132 74 139 68 104 78 347 
388 1 136 76 140 67 105 78 348 
389 1 131 77 140 69 106 72 1 
390 1 126 79 137 74 105 75 2 
391 1 125 77 137 75 103 74 4 
392 1 126 79 135 74 103 75 2 
393 1 122 78 134 73 103 77 355 
394 1 122 78 132 73 103 77 355 
395 1 122 80 131 72 103 78 355 
396 1 121 80 131 73 103 79 352 
397 1 126 78 134 72 103 72 6 
398 1 132 77 138 69 104 72 1 
399 1 134 75 142 67 104 78 348 
400 1 137 74 142 67 105 76 349 
401 1 139 78 140 68 106 76 354 
402 1 130 78 139 72 107 75 0 
403 1 130 79 139 71 105 74 1 
404 1 126 78 139 74 104 76 0 
405 1 125 78 136 74 104 72 8 
406 1 127 81 135 74 103 72 10 
407 1 125 80 135 74 102 77 0 
408 1 124 79 136 75 103 76 2 
409 1 125 79 135 75 104 77 0 
410 1 126 77 137 74 104 77 355 
411 1 130 75 139 72 105 76 354 
412 1 131 75 139 71 106 76 354 
413 1 127 77 138 71 106 70 8 
414 1 132 79 138 72 106 74 1 
415 1 130 79 138 72 105 71 7 
416 1 130 80 136 73 104 71 9 
417 1 129 80 136 73 104 71 10 
418 1 124 78 135 73 104 75 0 
419 1 124 78 136 73 105 75 0 
420 1 123 76 135 73 105 75 357 
421 1 123 76 135 74 106 76 357 
422 1 126 78 136 72 107 78 352 
423 1 131 77 138 70 107 77 351 
424 1 125 76 137 70 108 71 4 
425 1 127 78 136 72 108 71 9 
426 1 125 76 137 71 107 73 0 
427 1 125 77 136 72 106 74 0 
428 1 124 77 135 72 104 76 355 
429 1 124 77 134 71 104 76 355 
430 1 123 77 134 71 104 75 357 
431 1 122 77 134 71 105 74 0 
432 1 122 74 134 72 106 76 352 
433 1 121 74 134 72 106 77 349 
434 1 127 74 135 70 107 78 345 
435 1 129 73 141 67 107 77 345 
436 1 130 72 140 67 107 75 347 
437 1 124 74 136 68 108 75 349 
438 1 126 73 138 68 107 72 355 
439 1 126 73 139 67 105 73 353 
440 1 127 75 136 68 104 73 355 
441 1 127 75 135 69 103 76 351 
442 1 127 74 135 69 103 70 2 
443 1 128 74 135 70 104 70 4 
444 1 129 73 136 70 104 70 2 
445 1 132 71 140 69 105 74 352 
446 1 136 70 141 66 106 71 354 
447 1 134 68 142 66 106 72 351 
448 1 130 71 143 66 107 71 354 
449 1 128 71 138 68 107 71 355 
450 1 126 73 139 68 106 74 351 
451 1 127 72 138 70 105 75 351 
452 1 124 72 137 70 104 71 0 
453 1 124 73 137 70 105 72 357 
454 1 125 73 137 70 105 72 357 
455 1 128 73 140 72 106 75 353 
456 1 127 71 140 71 107 76 349 
457 1 129 70 143 68 107 76 346 
458 1 133 72 144 66 108 75 348 
459 1 131 72 143 70 109 74 353 
460 1 130 72 142 72 109 73 357 
461 1 128 71 141 70 108 71 357 
462 1 131 74 143 71 106 72 0 
463 1 134 75 145 73 104 72 3 
464 1 131 74 144 73 104 77 353 
465 1 130 75 143 73 104 73 1 
